unique identifier,Budget Year,Account Type,Department,Unit,Child Fund,Amount
12791,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,50940
12792,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,377980
12793,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1000
12794,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,40600
12795,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,6700
12796,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,7500
12797,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2000
12798,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,7000
12799,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,5000
12800,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,10330
12801,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,290
12802,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,4300
12803,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,6600
12804,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,129724
12805,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2000
12806,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,8000
12807,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1000
12808,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2323395
12809,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,21468
12810,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2415941
12811,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,14897
12812,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2800
12813,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1328
12814,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,394540
12815,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2500
12816,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1680
12817,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,7500
12818,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,3000
12819,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1500
12820,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1933
12821,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,8470
12822,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,16196
12823,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,19297
12824,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,5000
12825,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,25000
12826,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,78043
12827,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,10226
12828,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,505240
12829,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,192
12830,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,17504
12831,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,87523
12832,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,960
12833,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,100493
12834,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-1072206
12835,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-2980
12836,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-268153
12837,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,267876
12838,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,2980
12839,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,-1419817
12840,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2128 - Department of Health and Human Services,1418349
12841,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,37801
12842,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,37801
12843,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,33189
12844,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,33189
12845,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1150
12846,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1150
12847,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,680
12848,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9170
12849,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10444
12850,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10444
12851,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9170
12852,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9628
12853,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,9628
12854,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,12013
12855,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,12013
12856,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,17565
12857,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,17565
12858,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,15422
12859,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,15422
12860,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1000
12861,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,500
12862,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,2500
12863,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1250
12864,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,200
12865,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,100
12866,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,10000
12867,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1000
12868,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,357463
12869,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
12870,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,750
12871,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
12872,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,750
12873,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,15000
12874,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,750
12875,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,1500
12876,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,750
12877,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,6267
12878,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,5502
12879,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,86149
12880,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,83933
12881,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,-86149
12882,2012-07-01,Expense,Dept of Human Services,78311 - Policy & Planning,2128 - Department of Health and Human Services,-90692
12883,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,243797
12884,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,3421
12885,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,767
12886,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,29079
12887,2012-07-01,Expense,Dept of Human Services,78231 - Head Start Unit,2138 - California Department of Education,897219
12888,2012-07-01,Expense,Capital Improvement Projects,92246 - Engineer Design: Traffic / Parking,2140 - California Department of Transportation,100000
12889,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,26333
12890,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,17123
12891,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,6978
12892,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,3051
12893,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,1629
12894,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,149
12895,2012-07-01,Expense,Library,61213 - Literacy,2148 - California Library Services,10158
12896,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,98830
12897,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,413
12898,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,27309
12899,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,31409
12900,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,45927
12901,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,2
12902,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,80
12903,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,1000
12904,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,5658
12905,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,1917
12906,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,264
12907,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,577
12908,2012-07-01,Expense,Dept of Human Services,78111 - Department of Human Services: Administration,2159 - State of California Other,16385
12909,2012-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,42408
12910,2012-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,2977
12911,2012-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,1590
12912,2012-07-01,Expense,Fire,20711 - Emergency Services Program,2160 - County of Alameda: Grants,3715
12913,2012-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,350000
12914,2012-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,523515
12915,2012-07-01,Expense,Fire,20913 - EMS Training,2160 - County of Alameda: Grants,80000
12916,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,28448
12917,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,1998
12918,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,1066
12919,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,2620
12920,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,300
12921,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,275
12922,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,1200
12923,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,820
12924,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,390
12925,2012-07-01,Expense,Dept of Human Services,75251 - Outreach Program,2160 - County of Alameda: Grants,2000
12926,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,1572
12927,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,435
12928,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,447
12929,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,731
12930,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,834
12931,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,5357
12932,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,238544
12933,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,125000
12934,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,20
12935,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,1058
12936,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,261
12937,2012-07-01,Expense,Dept of Human Services,78411 - Community Housing Services,2160 - County of Alameda: Grants,459
12938,2012-07-01,Expense,Library,61348 - West Oakland Branch,2163 - Metro Transportation Com: Program Grant,13744
12939,2012-07-01,Expense,Library,61348 - West Oakland Branch,2163 - Metro Transportation Com: Program Grant,3489
12940,2012-07-01,Expense,Library,61348 - West Oakland Branch,2163 - Metro Transportation Com: Program Grant,965
12941,2012-07-01,Expense,Library,61348 - West Oakland Branch,2163 - Metro Transportation Com: Program Grant,515
12942,2012-07-01,Expense,Library,61348 - West Oakland Branch,2163 - Metro Transportation Com: Program Grant,50000
12943,2012-07-01,Expense,Capital Improvement Projects,92232 - Engineer Design: Construction Services,2163 - Metro Transportation Com: Program Grant,126000
12944,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2163 - Metro Transportation Com: Program Grant,189000
12945,2012-07-01,Expense,Capital Improvement Projects,92242 - Engineer Design: Streets and Structures,2163 - Metro Transportation Com: Program Grant,945000
12946,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,39568
12947,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,80121
12948,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,5630
12949,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,15410
12950,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,45350
12951,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,1284
12952,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,8825
12953,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,4903
12954,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,1675
12955,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,10933
12956,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,17934
12957,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,10555
12958,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,30211
12959,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,18387
12960,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,31446
12961,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,650
12962,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,39
12963,2012-07-01,Expense,Police,U10751 - Traffic BFO,2172 - Alameda County: Vehicle Abatement Authority,29319
12964,2012-07-01,Expense,Community & Economic Development Agency,88989 - Homeownership Programs,2185 - Oakland Redevelopment Agency Grants,2500000
12965,2012-07-01,Expense,Fire,20813 - Fire: Boat,2190 - Private Grants,2632
12966,2012-07-01,Expense,Fire,20813 - Fire: Boat,2190 - Private Grants,185
12967,2012-07-01,Expense,Fire,20813 - Fire: Boat,2190 - Private Grants,99
12968,2012-07-01,Expense,Fire,20813 - Fire: Boat,2190 - Private Grants,15756
12969,2012-07-01,Expense,Fire,20813 - Fire: Boat,2190 - Private Grants,6060
12970,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,54319
12971,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,1126
12972,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,15009
12973,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,15390
12974,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,25242
12975,2012-07-01,Expense,Finance and Management,08222 - General Ledger,2195 - Workforce Investment Act,329
12976,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,52233
12977,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,1962
12978,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,14433
12979,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,16600
12980,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,24274
12981,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,3005
12982,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,1700
12983,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,1500
12984,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,1500
12985,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,3673
12986,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,500
12987,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,500
12988,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,3000
12989,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,3680
12990,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,157
12991,2012-07-01,Expense,Dept of Human Services,75651 - Senior Aide Program,2195 - Workforce Investment Act,1500
12992,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,11792
12993,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,3258
12994,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,3145
12995,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,5480
12996,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,3246
12997,2012-07-01,Expense,Community & Economic Development Agency,88529 - Economic Development Director,2195 - Workforce Investment Act,3746
12998,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,301136
12999,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,83211
13000,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,94042
13001,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,139941
13002,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,12056
13003,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,7500
13004,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,849
13005,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,2000
13006,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,1283
13007,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,500
13008,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,1410
13009,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,15000
13010,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,4811985
13011,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,24900
13012,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,1500
13013,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,2500
13014,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,20603
13015,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,2500
13016,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,165
13017,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,82904
13018,2012-07-01,Expense,Community & Economic Development Agency,88549 - Workforce Development,2195 - Workforce Investment Act,95664
13019,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,60637
13020,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,1170
13021,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,16756
13022,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,19271
13023,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,28179
13024,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,34627
13025,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,110000
13026,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,16694
13027,2012-07-01,Expense,Community & Economic Development Agency,88559 - Business Development,2195 - Workforce Investment Act,19263
13028,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,45634
13029,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,2100
13030,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,12610
13031,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,14502
13032,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,21206
13033,2012-07-01,Expense,City Administrator,02511 - ADA Programs,2211 - Measure B: ACTIA,77
13034,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,36135
13035,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,9985
13036,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,11484
13037,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,16793
13038,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,7983
13039,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,11124
13040,2012-07-01,Expense,Public Works,30232 - Construction Mgmt & Material Testing,2211 - Measure B: ACTIA,13297
13041,2012-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,2211 - Measure B: ACTIA,2000
13042,2012-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,2211 - Measure B: ACTIA,4000
13043,2012-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,2211 - Measure B: ACTIA,5000
13044,2012-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,2211 - Measure B: ACTIA,4762
13045,2012-07-01,Expense,Public Works,30241 - Engineering Design & ROW: Admin,2211 - Measure B: ACTIA,10775
13046,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,108820
13047,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,1005
13048,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,447
13049,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,1015
13050,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,447
13051,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,29751
13052,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,33730
13053,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,50120
13054,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,43
13055,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,23987
13056,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,33423
13057,2012-07-01,Expense,Public Works,30242 - Streets & Structures,2211 - Measure B: ACTIA,39967
